"","gsm","gse","gsm_title","platform","blood.subgroup","predsex","predage","predcell.CD8T","predcell.CD4T","predcell.NK","predcell.Bcell","predcell.Mono","predcell.Gran","glint.epi.pc1","glint.epi.pc2"
"GSM1051663.1607013450.hlink.GSM1051663_7800246054_R01C01","GSM1051663","GSE42861","Normal genomic DNA from sample 139","hm450k","other/NOS","F",55.019,"0.028","0.13","0.121","0.038","0.052","0.637",4.30016881607582,-1.20280195509023
"GSM1051664.1607013450.hlink.GSM1051664_7800246054_R02C01","GSM1051664","GSE42861","Normal genomic DNA from sample 140","hm450k","other/NOS","F",57.806,"0.164","0.073","0.022","0.023","0.062","0.658",8.13401978086323,5.71449106204324
"GSM1051665.1607013450.hlink.GSM1051665_7800246054_R03C01","GSM1051665","GSE42861","Normal genomic DNA from sample 141","hm450k","other/NOS","F",29.23,"0.067","0.154","0","0.031","0.062","0.681",6.37622418325234,-5.20231171254557
"GSM1051666.1607013450.hlink.GSM1051666_7800246054_R04C01","GSM1051666","GSE42861","Normal genomic DNA from sample 142","hm450k","other/NOS","M",59.34,"0","0.302","0.144","0.039","0.053","0.465",-1.46785982253891,2.00745342580218
"GSM1051667.1607013450.hlink.GSM1051667_7800246054_R05C01","GSM1051667","GSE42861","Normal genomic DNA from sample 143","hm450k","other/NOS","M",63.585,"0.055","0.125","0.179","0.022","0.067","0.549",2.70641884540853,3.41414232532006
"GSM1051668.1607013450.hlink.GSM1051668_7800246054_R06C01","GSM1051668","GSE42861","Normal genomic DNA from sample 144","hm450k","other/NOS","F",46.595,"0.072","0.288","0.027","0.086","0.047","0.493",-6.33707986563718,-1.97071206637569
"GSM1051669.1607013450.hlink.GSM1051669_7800246054_R01C02","GSM1051669","GSE42861","Normal genomic DNA from sample 145","hm450k","other/NOS","F",68.2,"0","0.132","0.043","0.02","0.068","0.739",8.43711797216956,-5.98940999469455
"GSM1051671.1607013450.hlink.GSM1051671_7800246054_R03C02","GSM1051671","GSE42861","Normal genomic DNA from sample 147","hm450k","other/NOS","F",57.858,"0.023","0.146","0.028","0.05","0.082","0.674",1.07365213673557,-0.393758257585822
"GSM1051672.1607013450.hlink.GSM1051672_7800246054_R04C02","GSM1051672","GSE42861","Normal genomic DNA from sample 148","hm450k","other/NOS","F",65.465,"0.052","0.108","0.105","0.03","0.075","0.641",13.0698798284881,2.53658932674624
"GSM1051673.1607013450.hlink.GSM1051673_7800246054_R05C02","GSM1051673","GSE42861","Normal genomic DNA from sample 149","hm450k","other/NOS","F",64.433,"0.085","0.145","0.08","0.03","0.076","0.604",4.75716174152395,-0.224148228180346
"GSM1051674.1607013450.hlink.GSM1051674_7800246054_R06C02","GSM1051674","GSE42861","Normal genomic DNA from sample 150","hm450k","other/NOS","F",63.886,"0.159","0.05","0.133","0.033","0.079","0.556",0.899079728628701,6.97593106879199
"GSM1051675.1607013450.hlink.GSM1051675_7800246055_R01C01","GSM1051675","GSE42861","Normal genomic DNA from sample 151","hm450k","other/NOS","F",56.415,"0.063","0.249","0.054","0.034","0.069","0.538",0.343588384415345,4.64751172395585
"GSM1051687.1607013450.hlink.GSM1051687_7800246071_R01C01","GSM1051687","GSE42861","Normal genomic DNA from sample 163","hm450k","other/NOS","F",68.059,"0.144","0.086","0.135","0.044","0.045","0.563",11.635104618504,8.36824133370783
"GSM1051688.1607013450.hlink.GSM1051688_7800246071_R02C01","GSM1051688","GSE42861","Normal genomic DNA from sample 164","hm450k","other/NOS","F",71.205,"0.126","0.072","0.107","0.04","0.072","0.597",7.65826363523503,8.20022007060248
"GSM1051689.1607013450.hlink.GSM1051689_7800246071_R03C01","GSM1051689","GSE42861","Normal genomic DNA from sample 165","hm450k","other/NOS","F",53.738,"0.08","0.138","0.083","0.076","0.057","0.589",7.15326613939137,1.36079797669023
"GSM1051690.1607013450.hlink.GSM1051690_7800246071_R04C01","GSM1051690","GSE42861","Normal genomic DNA from sample 166","hm450k","other/NOS","F",44.268,"0.04","0.116","0.024","0.053","0.058","0.717",2.93386720171364,-4.72685289738498
"GSM1051691.1607013450.hlink.GSM1051691_7800246071_R05C01","GSM1051691","GSE42861","Normal genomic DNA from sample 167","hm450k","other/NOS","F",56.268,"0.007","0.375","0.133","0.058","0.016","0.417",-7.74692619652363,3.46008243867054
"GSM1051692.1607013450.hlink.GSM1051692_7800246071_R06C01","GSM1051692","GSE42861","Normal genomic DNA from sample 168","hm450k","other/NOS","F",41.037,"0.062","0.099","0.17","0.078","0.064","0.55",2.21314084217477,-3.44359143839243
"GSM1051693.1607013450.hlink.GSM1051693_7800246071_R01C02","GSM1051693","GSE42861","Normal genomic DNA from sample 169","hm450k","other/NOS","F",62.992,"0.132","0.082","0.133","0.051","0.067","0.555",6.33253047329219,1.49861642563355
"GSM1051710.1607013450.hlink.GSM1051710_7800246034_R01C01","GSM1051710","GSE42861","Normal genomic DNA from sample 186","hm450k","other/NOS","F",43.449,"0.086","0.17","0.124","0.037","0.066","0.527",-1.22360483776356,4.43840343044314
"GSM1051712.1607013450.hlink.GSM1051712_7800246034_R03C01","GSM1051712","GSE42861","Normal genomic DNA from sample 188","hm450k","other/NOS","F",64.624,"0.064","0.232","0.03","0.135","0.071","0.478",-7.66129339117628,-0.480691935044201
"GSM1051713.1607013450.hlink.GSM1051713_7800246034_R04C01","GSM1051713","GSE42861","Normal genomic DNA from sample 189","hm450k","other/NOS","F",65.454,"0.015","0.174","0.126","0.05","0.071","0.587",-0.287732160002589,-0.995659085041231
"GSM1051714.1607013450.hlink.GSM1051714_7800246034_R05C01","GSM1051714","GSE42861","Normal genomic DNA from sample 190","hm450k","other/NOS","F",65.809,"0.043","0.171","0.097","0.037","0.056","0.61",-1.20996298683118,-5.40467666925618
"GSM1051715.1607013450.hlink.GSM1051715_7800246034_R06C01","GSM1051715","GSE42861","Normal genomic DNA from sample 191","hm450k","other/NOS","F",62.64,"0.107","0.152","0.152","0.169","0.051","0.415",-7.79385048337221,-1.40369786463759
"GSM1051716.1607013450.hlink.GSM1051716_7800246034_R01C02","GSM1051716","GSE42861","Normal genomic DNA from sample 192","hm450k","other/NOS","F",60.49,"0.125","0.169","0.033","0.033","0.061","0.593",0.187239558464023,3.51531814652776
"GSM1051717.1607013450.hlink.GSM1051717_7800246034_R02C02","GSM1051717","GSE42861","Normal genomic DNA from sample 193","hm450k","other/NOS","F",72.413,"0.04","0.141","0.071","0.027","0.072","0.667",8.9899905271236,0.869242148730688
"GSM1051726.1607013450.hlink.GSM1051726_7800246040_R05C01","GSM1051726","GSE42861","Normal genomic DNA from sample 202","hm450k","other/NOS","F",44.181,"0.092","0.116","0.057","0.047","0.056","0.645",8.28420274570163,-0.985968483186882
"GSM1051727.1607013450.hlink.GSM1051727_7800246040_R06C01","GSM1051727","GSE42861","Normal genomic DNA from sample 203","hm450k","other/NOS","F",70.066,"0.139","0.069","0.199","0.043","0.071","0.512",-0.183803378882391,7.89976122363201
"GSM1051730.1607013450.hlink.GSM1051730_7800246040_R03C02","GSM1051730","GSE42861","Normal genomic DNA from sample 206","hm450k","other/NOS","F",45.34,"0.086","0.068","0.043","0.052","0.075","0.684",7.17834507671121,0.568238735649913
"GSM1051731.1607013450.hlink.GSM1051731_7800246040_R04C02","GSM1051731","GSE42861","Normal genomic DNA from sample 207","hm450k","other/NOS","F",61.195,"0.063","0.272","0.066","0.076","0.04","0.49",-3.53323298761874,5.03311327169257
"GSM1051732.1607013450.hlink.GSM1051732_7800246040_R05C02","GSM1051732","GSE42861","Normal genomic DNA from sample 208","hm450k","other/NOS","F",61.12,"0.186","0.06","0.116","0.08","0.178","0.397",-6.73060577730584,12.0347628617937
"GSM1051733.1607013450.hlink.GSM1051733_7800246040_R06C02","GSM1051733","GSE42861","Normal genomic DNA from sample 209","hm450k","other/NOS","F",60.999,"0.025","0.251","0.093","0.072","0.102","0.471",-1.28478521646118,4.11036563058651
"GSM1051742.1607013450.hlink.GSM1051742_7800246041_R03C02","GSM1051742","GSE42861","Normal genomic DNA from sample 218","hm450k","other/NOS","F",37.956,"0.087","0.169","0.099","0.044","0.01","0.601",0.95353460890315,5.81510908259382
"GSM1051744.1607013450.hlink.GSM1051744_7800246041_R05C02","GSM1051744","GSE42861","Normal genomic DNA from sample 220","hm450k","other/NOS","F",64.406,"0.006","0.154","0.058","0.032","0.081","0.671",5.25559011726292,-1.2772541728433
"GSM1051745.1607013450.hlink.GSM1051745_7800246041_R06C02","GSM1051745","GSE42861","Normal genomic DNA from sample 221","hm450k","other/NOS","F",63.631,"0.119","0.091","0.145","0.064","0.082","0.53",-1.79309757514682,-4.07497234901586
"GSM1051746.1607013450.hlink.GSM1051746_7800246044_R01C01","GSM1051746","GSE42861","Normal genomic DNA from sample 222","hm450k","other/NOS","F",51.063,"0.012","0.172","0.151","0.028","0.055","0.589",10.6731417153366,-3.42255702381111
"GSM1051749.1607013450.hlink.GSM1051749_7800246044_R04C01","GSM1051749","GSE42861","Normal genomic DNA from sample 225","hm450k","other/NOS","F",58.058,"0.049","0.064","0.035","0.017","0.073","0.767",10.5728302235129,-5.97217480552927
"GSM1051751.1607013450.hlink.GSM1051751_7800246044_R06C01","GSM1051751","GSE42861","Normal genomic DNA from sample 227","hm450k","other/NOS","F",44.791,"0.116","0.31","0.089","0.051","0.014","0.439",-22.7598800534952,-1.44099455061013
"GSM1051752.1607013450.hlink.GSM1051752_7800246044_R01C02","GSM1051752","GSE42861","Normal genomic DNA from sample 228","hm450k","other/NOS","F",60.333,"0.064","0.107","0.072","0.041","0.064","0.669",16.1749101916072,2.08466562488695
"GSM1051754.1607013450.hlink.GSM1051754_7800246044_R03C02","GSM1051754","GSE42861","Normal genomic DNA from sample 230","hm450k","other/NOS","F",45.392,"0.044","0.054","0.028","0.018","0.065","0.792",13.026531311537,-5.48047866474932
"GSM1051755.1607013450.hlink.GSM1051755_7800246044_R04C02","GSM1051755","GSE42861","Normal genomic DNA from sample 231","hm450k","other/NOS","F",63.972,"0.125","0.112","0.102","0.048","0.037","0.592",6.60524574460994,1.01783880080964
"GSM1051756.1607013450.hlink.GSM1051756_7800246044_R05C02","GSM1051756","GSE42861","Normal genomic DNA from sample 232","hm450k","other/NOS","F",67.298,"0.094","0.14","0.098","0.051","0.054","0.568",-0.884086663620796,4.09388669267158
"GSM1051757.1607013450.hlink.GSM1051757_7800246046_R01C01","GSM1051757","GSE42861","Normal genomic DNA from sample 233","hm450k","other/NOS","M",63.11,"0.029","0.152","0.123","0.048","0.068","0.602",2.14352548842423,-2.4010820679128
"GSM1051758.1607013450.hlink.GSM1051758_7800246046_R02C01","GSM1051758","GSE42861","Normal genomic DNA from sample 234","hm450k","other/NOS","F",54.662,"0.115","0.235","0.05","0.01","0.071","0.523",-0.647430870023612,5.66515420838097
"GSM1051759.1607013450.hlink.GSM1051759_7800246046_R03C01","GSM1051759","GSE42861","Normal genomic DNA from sample 235","hm450k","other/NOS","F",76.593,"0.081","0.118","0.085","0.074","0.101","0.574",7.92825150265806,5.75678600848724
"GSM1051760.1607013450.hlink.GSM1051760_7800246046_R04C01","GSM1051760","GSE42861","Normal genomic DNA from sample 236","hm450k","other/NOS","F",25.74,"0.028","0.078","0.032","0.024","0.088","0.751",6.42063377424152,-6.42383163233085
"GSM1051761.1607013450.hlink.GSM1051761_7800246046_R05C01","GSM1051761","GSE42861","Normal genomic DNA from sample 237","hm450k","other/NOS","F",62.699,"0.036","0.295","0.08","0.055","0.02","0.515",-6.95404195047303,4.54189803126057
"GSM1051762.1607013450.hlink.GSM1051762_7800246046_R06C01","GSM1051762","GSE42861","Normal genomic DNA from sample 238","hm450k","other/NOS","F",64.541,"0.094","0.165","0.098","0.043","0.059","0.548",3.02246518148565,-0.544278575742129
"GSM1051763.1607013450.hlink.GSM1051763_7800246046_R01C02","GSM1051763","GSE42861","Normal genomic DNA from sample 239","hm450k","other/NOS","M",60.799,"0.035","0.133","0.133","0.042","0.083","0.585",-1.7684791819627,-0.540630878308099
"GSM1051764.1607013450.hlink.GSM1051764_7800246046_R02C02","GSM1051764","GSE42861","Normal genomic DNA from sample 240","hm450k","other/NOS","F",66.79,"0","0.156","0.156","0.026","0.071","0.587",7.5013317778358,-3.29924059638019
"GSM1051765.1607013450.hlink.GSM1051765_7800246046_R03C02","GSM1051765","GSE42861","Normal genomic DNA from sample 241","hm450k","other/NOS","F",67.505,"0","0.122","0.083","0.033","0.073","0.697",5.93509415805234,-3.00252223002687
"GSM1051766.1607013450.hlink.GSM1051766_7800246046_R04C02","GSM1051766","GSE42861","Normal genomic DNA from sample 242","hm450k","other/NOS","F",58.058,"0.047","0.125","0.05","0.031","0.073","0.679",12.0244227338387,-3.62888456086897
"GSM1051767.1607013450.hlink.GSM1051767_7800246046_R05C02","GSM1051767","GSE42861","Normal genomic DNA from sample 243","hm450k","other/NOS","M",66.076,"0.038","0.146","0.206","0.033","0.064","0.52",-5.37074844492798,3.11495200081963
"GSM1051768.1607013450.hlink.GSM1051768_7800246046_R06C02","GSM1051768","GSE42861","Normal genomic DNA from sample 244","hm450k","other/NOS","F",46.365,"0.102","0.17","0.099","0.038","0.077","0.528",-7.43186957078507,-0.16715814974868
"GSM1051769.1607013450.hlink.GSM1051769_7800246057_R01C01","GSM1051769","GSE42861","Normal genomic DNA from sample 245","hm450k","other/NOS","M",54.542,"0.056","0.185","0.077","0.051","0.085","0.558",0.164906222843438,1.19385852652658
"GSM1051770.1607013450.hlink.GSM1051770_7800246057_R02C01","GSM1051770","GSE42861","Normal genomic DNA from sample 246","hm450k","other/NOS","F",44.614,"0.087","0.113","0.035","0.052","0.071","0.653",10.6105464897412,-0.366967930618924
"GSM1051771.1607013450.hlink.GSM1051771_7800246057_R03C01","GSM1051771","GSE42861","Normal genomic DNA from sample 247","hm450k","other/NOS","F",53.323,"0.149","0.063","0.096","0.059","0.055","0.603",4.29437571567674,6.53967353409208
"GSM1051772.1607013450.hlink.GSM1051772_7800246057_R04C01","GSM1051772","GSE42861","Normal genomic DNA from sample 248","hm450k","other/NOS","M",68.749,"0.022","0.101","0.164","0.021","0.102","0.596",11.8981806360804,0.329351074313454
"GSM1051773.1607013450.hlink.GSM1051773_7800246057_R05C01","GSM1051773","GSE42861","Normal genomic DNA from sample 249","hm450k","other/NOS","M",55.553,"0.144","0.254","0.001","0.084","0.052","0.484",-6.92063275911702,7.63509983279344
"GSM1051774.1607013450.hlink.GSM1051774_7800246057_R06C01","GSM1051774","GSE42861","Normal genomic DNA from sample 250","hm450k","other/NOS","M",52.354,"0.07","0.156","0.181","0.086","0.089","0.447",2.74317046111361,-0.0581777552714227
"GSM1051775.1607013450.hlink.GSM1051775_7800246057_R01C02","GSM1051775","GSE42861","Normal genomic DNA from sample 251","hm450k","other/NOS","M",62.097,"0.073","0.156","0.166","0.051","0.061","0.505",-3.28930573392594,5.75341888427563
"GSM1051777.1607013450.hlink.GSM1051777_7800246057_R03C02","GSM1051777","GSE42861","Normal genomic DNA from sample 253","hm450k","other/NOS","M",48.401,"0.033","0.114","0.03","0.034","0.077","0.71",-1.16071775929818,-5.97411566132687
"GSM1051781.1607013450.hlink.GSM1051781_7800246068_R01C01","GSM1051781","GSE42861","Normal genomic DNA from sample 257","hm450k","other/NOS","F",60.872,"0.151","0.184","0.05","0.089","0.046","0.494",12.1122762311415,6.63660360132871
"GSM1051782.1607013450.hlink.GSM1051782_7800246068_R02C01","GSM1051782","GSE42861","Normal genomic DNA from sample 258","hm450k","other/NOS","F",41.357,"0.144","0.111","0.059","0.043","0.043","0.604",7.20030067260206,0.71091140733938
"GSM1051784.1607013450.hlink.GSM1051784_7800246068_R04C01","GSM1051784","GSE42861","Normal genomic DNA from sample 260","hm450k","other/NOS","F",45.596,"0.051","0.156","0.018","0.036","0.061","0.68",-1.58260091288056,-1.28940963907929
"GSM1051786.1607013450.hlink.GSM1051786_7800246068_R06C01","GSM1051786","GSE42861","Normal genomic DNA from sample 262","hm450k","other/NOS","F",64.293,"0.132","0.207","0.104","0.102","0.058","0.428",-11.1809876152929,-0.483455888118648
"GSM1051787.1607013450.hlink.GSM1051787_7800246068_R03C02","GSM1051787","GSE42861","Normal genomic DNA from sample 263","hm450k","other/NOS","F",60.993,"0.103","0.21","0.04","0.095","0.095","0.464",-7.99890239190237,4.19319072658211
"GSM1051788.1607013450.hlink.GSM1051788_7800246068_R04C02","GSM1051788","GSE42861","Normal genomic DNA from sample 264","hm450k","other/NOS","F",66.02,"0.107","0.089","0.21","0.017","0.042","0.542",-6.31728134177221,5.36420044633416
"GSM1051789.1607013450.hlink.GSM1051789_7800246068_R05C02","GSM1051789","GSE42861","Normal genomic DNA from sample 265","hm450k","other/NOS","F",66.99,"0.099","0.109","0.148","0.044","0.055","0.552",-11.9995937736507,2.38317324008168
"GSM1051790.1607013450.hlink.GSM1051790_7800246068_R06C02","GSM1051790","GSE42861","Normal genomic DNA from sample 266","hm450k","other/NOS","F",69.608,"0.036","0.182","0.129","0.062","0.092","0.505",-0.972815355958212,-0.514179926993969
"GSM1051791.1607013450.hlink.GSM1051791_7800246079_R01C01","GSM1051791","GSE42861","Normal genomic DNA from sample 267","hm450k","other/NOS","F",56.771,"0.027","0.07","0.031","0.007","0.096","0.766",20.6591744768782,-5.33198293226182
"GSM1051792.1607013450.hlink.GSM1051792_7800246079_R02C01","GSM1051792","GSE42861","Normal genomic DNA from sample 268","hm450k","other/NOS","F",57.327,"0.043","0.09","0.138","0.045","0.069","0.631",9.09951990067254,-1.6592573236738
"GSM1051793.1607013450.hlink.GSM1051793_7800246079_R04C01","GSM1051793","GSE42861","Normal genomic DNA from sample 269","hm450k","other/NOS","F",52.833,"0","0.166","0.092","0.052","0.06","0.632",-0.659194598107852,-5.76254531352007
"GSM1051802.1607013450.hlink.GSM1051802_7512560084_R05C02","GSM1051802","GSE42861","Normal genomic DNA from sample 278","hm450k","other/NOS","M",39.073,"0.026","0.208","0.112","0.017","0.07","0.563",-10.6534777557573,-8.82013472324604
"GSM1051803.1607013450.hlink.GSM1051803_7512560084_R06C02","GSM1051803","GSE42861","Normal genomic DNA from sample 279","hm450k","other/NOS","M",62.829,"0.099","0.198","0.018","0.033","0.055","0.608",-6.90433947493699,0.40352446833653
"GSM1051804.1607013450.hlink.GSM1051804_7512560103_R01C01","GSM1051804","GSE42861","Normal genomic DNA from sample 280","hm450k","other/NOS","M",44.627,"0.131","0.177","0.053","0.061","0.041","0.556",-0.529513938230518,0.939251638654826
"GSM1051805.1607013450.hlink.GSM1051805_7512560103_R02C01","GSM1051805","GSE42861","Normal genomic DNA from sample 281","hm450k","other/NOS","M",64.734,"0.052","0.21","0.063","0.036","0.079","0.572",0.177634933210902,4.81033378778554
"GSM1051806.1607013450.hlink.GSM1051806_7512560103_R03C01","GSM1051806","GSE42861","Normal genomic DNA from sample 282","hm450k","other/NOS","M",57.141,"0.033","0.293","0.132","0.072","0.047","0.425",-7.33736114795723,5.88110073162312
